Name,Label,Owner,Ownership,Proof,Shanai,Kodomo,Type,Add1,Add2,Y,X,url,TEL,FAX,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,Vacancy,VacancyDate
ケンコウ幼稚園,ケンコウ幼稚園,,,,,,幼稚園,小原台31-1,,35.25352714,139.7271289,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000190.html,046-843-1245,046-843-1247,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から（年度途中入園は欠員があれば可能）【保育時間】９時から15時まで【休園日】土曜・日曜・祝日､（その他夏季・冬季等園で定める日） 【園の特徴】健全な身体の育成のための専任講師による体操教室の実施全日給食実施,,,,,,
たかとり幼稚園,たかとり幼稚園,,,,,,幼稚園,湘南鷹取5-30-1,,35.31327255,139.6129199,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000220.html,046-866-0700,046-866-5457,,,,,,,【入園資格】満３歳の誕生日の翌月から就学まで【入園受付】11月１日から。但し、満３歳児の学級は受け付けます。※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【その他,,,,,,
横須賀若草幼稚園,横須賀若草幼稚園,,,,,,幼稚園,森崎2-13-3,,35.24822828,139.6796925,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000173.html,046-836-0526,046-853-6231,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月1日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで（お預り保育 14時～17時） 【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】「一人ひとりを大切に」・,,,,,,
諏訪幼稚園,諏訪幼稚園,,,,,,幼稚園,小川町18,,35.28225256,139.6738693,http://www.city.yokosuka.kanagawa.jp/8310/sisetu/fc00000058.html,046-824-7579,046-823-8906,,,,,,,【入園資格】満４歳から就学まで 【入園受付】11月１日から ※年度途中の入園については、お問い合わせ下さい。 【保育時間】９時から14時まで（水曜日は11時30分まで） 【休園日】土曜・日曜・祝日（その他夏季・冬季等園で定める日）,,,,,,
岩戸幼稚園,岩戸幼稚園,,,,,,幼稚園,岩戸3-37-5,,35.23353003,139.6717033,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000191.html,046-849-1300,046-849-5530,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで 【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】ひろびろ！のびのび！いきいき！と”教育目標：明・,,,,,,
岩波幼稚園,岩波幼稚園,,,,,,幼稚園,鴨居2-56-12,,35.24643809,139.7296487,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000194.html,046-841-2188,046-842-8717,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月1日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時10分まで（水曜日は11時30分まで）【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】子どもを主体とした家・,,,,,,
横須賀若葉幼稚園,横須賀若葉幼稚園,,,,,,幼稚園,金谷1-5-8,,35.26588656,139.6485554,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000176.html,046-852-0779,,,,,,,,,,,,,,
あさひ幼稚園,あさひ幼稚園,,,,,,幼稚園,公郷町2-18-3,,35.25534765,139.6694334,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000201.html,046-851-2530,046-853-2249,,,,,,,【入園資格】満３歳から就学まで 【入園受付】11月１日から ※年度途中の入園については、お問い合わせください。【保育時間】8:30 から14:00まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】丁寧で子どもを大切にする保育、心と体を育てま,,,,,,
久里浜幼稚園,久里浜幼稚園,,,,,,幼稚園,久里浜2-9-1,,35.2281003,139.6995408,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000203.html,046-835-6501,046-835-6531,,,,,,,【入園資格】満３歳から就学まで【入園受付】10月１日より※年度途中の入園については、お問い合わせください。【保育時間】８時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】県内随一の施設と環境のもと、かたよらないバランス,,,,,,
聖心第三幼稚園,聖心第三幼稚園,,,,,,幼稚園,汐見台2-16-15,,35.26287686,139.6609742,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000195.html,046-824-0011,046-824-0011,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、（その他夏季・冬季等園で定める日）【園の特徴】遊びを中心とした左脳を育てる教育（集団生活で一番大切な,,,,,,
青い鳥幼稚園,青い鳥幼稚園,,,,,,幼稚園,三春町2-6,,35.26763603,139.6844223,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000156.html,046-823-1345,046-823-0413,,,,,,,,,,,,,
ぎんなん幼稚園,ぎんなん幼稚園,,,,,,幼稚園,大津町4-22-5,,35.257987,139.6926815,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000178.html,046-836-6283,046-834-3674,,,,,,,【入園資格】満３歳から就学まで【入園受付】10月１日から【保育時間】９時45分から14時15分まで（水曜日は13時15分、第１、第３土曜日は11時15分まで）【休園日】日曜・祝日、第２、第４土曜日（その他夏季・冬季等園で定める日）※年度途中の入園については、お問い合わせ,,,,,,
大津幼稚園,大津幼稚園,,,,,,幼稚園,大津町3-29-26,,35.25806697,139.6951813,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000184.html,046-836-3584,046-836-1921,,,,,,,【入園資格】満３歳から就学まで【入園受付】当園へお問い合わせください【保育時間】９時30分から14時まで（標準的な場合）【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）,,,,,,
三笠幼稚園,三笠幼稚園,,,,,,幼稚園,稲岡町82-9,,35.28403449,139.6687038,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000183.html,046-823-1273,046-825-2165,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】カトリックの精神に基づく保育・遊びの中からやさし,,,,,,
三春幼稚園,三春幼稚園,,,,,,幼稚園,三春町1-34,,35.26759605,139.6825625,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000179.html,046-826-3856,046-822-1646,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月1日から※年度途中の入園については、お問い合わせください。【保育時間】10時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】仏教精神に基づき、良い環境において幼児の天質を育・,,,,,,
横須賀上町教会附属めぐみ幼稚園,横須賀上町教会附属めぐみ幼稚園,,,,,,幼稚園,上町2-43,,35.2724456,139.6701036,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000177.html,046-822-2594,046-822-2595,,,,,,,【入園資格】満３歳から小学校入学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】キリスト教主義の小規模・少人数保育定員は50,,,,,,
聖佳幼稚園,聖佳幼稚園,,,,,,幼稚園,坂本町1-29,,35.27304572,139.6591245,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000217.html,046-822-0018,046-822-7606,,,,,,,【入園資格】満３歳から就学まで【入園受付】10月15日から※年度途中の入園については、お問い合わせください。【保育時間】８時から14時まで【休園日】土曜日、日曜日、祝日【園の特徴】幼児の夢を無限にふくらませ、四季折々の行事や日常の保育を通して、心身共にたくまし,,,,,,
まぼり幼稚園,まぼり幼稚園,,,,,,幼稚園,馬堀海岸3-11-1,,35.26027663,139.7085902,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000185.html,046-841-6762,046-841-4715,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）,,,,,,
深愛幼稚園,深愛幼稚園,,,,,,幼稚園,衣笠栄町3-79,,35.26073714,139.6571945,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000213.html,046-851-2245,046-851-2247,,,,,,,【入園資格】満３歳から就学まで。希望により２才児預かり保育有り【入園受付】11月５日から※年度途中の入園については、お問い合わせください。【保育時間】午前９時から午後２時まで(但し、延長保育希望については午後５時まで)早朝保育も受付けます。【休園日】日曜・祝,,,,,,
南横須賀幼稚園,南横須賀幼稚園,,,,,,幼稚園,池田町2-9-17,,35.24695819,139.6939713,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000181.html,046-834-0603,,,,,,,,,,,,,,
相武幼稚園,相武幼稚園,,,,,,幼稚園,太田和5-2665,,35.23201038,139.6449358,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000166.html,046-857-1029,046-857-5455,,,,,,,【入園資格】満３歳から就学まで 【入園受付】随時 ※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）,,,,,,
聖心桜が丘幼稚園,聖心桜が丘幼稚園,,,,,,幼稚園,桜が丘1-51-1,,35.25407732,139.7023507,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000218.html,046-834-3933,046-835-3012,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、（その他夏季・冬季等園で定める日）【園の特徴】遊びを中心とした左脳を育てる教育（集団生活で一番大切な,,,,,,
信証幼稚園,信証幼稚園,,,,,,幼稚園,久里浜7-23-16,,35.22433062,139.70996,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000215.html,046-835-1422,046-835-5362,,,,,,,【入園資格】満３歳から就学まで 【入園受付】10月15日から※年度途中の入園については、お問い合わせください。【保育時間】第２、第４水曜日は午前保育、その他は一日保育 【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】木がたくさんの園庭,,,,,,
津久井幼稚園,津久井幼稚園,,,,,,幼稚園,津久井1-12-28,,35.19617421,139.6643943,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000188.html,046-848-2414,046-848-4415,,,,,,,【入園資格】満３歳から就学まで【入園受付】10月から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで 【休園日】土、日曜日。法律の定める祝祭日。園規定の春、夏、冬、その他の休園日。,,,,,,
聖心第一幼稚園,聖心第一幼稚園,,,,,,幼稚園,上町2-15,,35.27316552,139.6694036,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000198.html,046-822-2521,046-822-6225,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】遊びを中心とした左脳を育てる教育（集団生活で一番,,,,,,
うわまち幼稚園,うわまち幼稚園,,,,,,幼稚園,上町2-10,,35.27399541,139.6697836,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000186.html,046-823-3857,046-824-1030,,,,,,,【入園資格】満３歳から就学まで【入園受付】随時受け付け【保育時間】月・火・木・金9:00～14:30水9:00～13:00【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】１）外遊びを毎日行っています。２）お子さまは生き生き遊んでいます。３）お友達,,,,,,
聖心第二幼稚園,聖心第二幼稚園,,,,,,幼稚園,富士見町3-8,,35.2653464,139.6741032,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000197.html,046-822-6225,046-827-7525,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月１日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】集団生活で一番大切なものは、遊び（人とのかかわり,,,,,,
武山幼稚園,武山幼稚園,,,,,,幼稚園,太田和1-12-1,,35.22170143,139.6344565,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000189.html,046-856-4769,,,,,,,,,,,,,,
田浦幼稚園,田浦幼稚園,,,,,,幼稚園,田浦町5-51,,35.29349407,139.6253481,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000192.html,046-861-0720,046-861-0720,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月1日から※年度途中の入園については、お問い合わせください。【保育時間】９時から14時まで【休園日】日曜・祝日、土曜日（その他夏季・冬季等園で定める日）【園の特徴】深い緑の大自然の中で、丈夫な身体と豊かな知性、感・,,,,,,
横須賀幼稚園,横須賀幼稚園,,,,,,幼稚園,本町3-9,,35.28126481,139.6640341,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000170.html,046-822-1043,046-822-1059,,,,,,,【入園資格】満３歳から就学まで【入園受付】11月1日から※年度途中の入園については、お問い合わせください。【保育時間】８時から13時50分まで【休園日】土曜・日曜・祝祭日・創立記念日（２月16日）・横須賀市制記念日,,,,,,
野比幼稚園,野比幼稚園,,,,,,幼稚園,野比1-4-1,,35.21882157,139.6826924,http://www.city.yokosuka.kanagawa.jp/3470/sisetu/fc00000187.html,046-848-7932,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉市,,,,,,,,,,,,,,,,,,,,,,,,,
